f0,f1,f2,f3,f4,y
0.65671078574595,0.05098409691168,0.04457008158168,0.218476378625146,0.132109933359647,1
0.680591076828645,0.049424940922946,0.041939249999979,0.177275234435141,0.106749206769728,1
0.734892217834612,0.047395563295065,0.042926170512758,0.259033961160294,0.143741213680191,1
0.698087276794544,0.035316554791033,0.027065644417162,0.127064766183577,0.095697420151821,1
0.738927454936061,0.046075642873073,0.040227559848968,0.295500748658687,0.112480794173601,1
0.645717782915601,0.062908752899591,0.057170208486152,0.345769442988587,0.185758661242522,1
0.7389532857289,0.038857328110415,0.028862553879221,0.147395792332575,0.083415721450972,1
0.66111314114237,0.062822133122439,0.061939810029087,0.336947443163143,0.145733632226625,1
0.715442307928389,0.066739838061256,0.060886671569681,0.315946919407821,0.076344534901787,1
0.733834429872123,0.053705182833391,0.042959815494912,0.33646893651108,0.17850594178886,1
0.715647523682864,0.051666555772467,0.041546724819584,0.262468033924428,0.146340638632447,1
0.742552550247229,0.048616489669528,0.03939176157533,0.237021511359519,0.10576824447068,1
0.669091365319693,0.065455937722887,0.059336732125031,0.256287247999181,0.15668094376976,1
0.620118969070759,0.055376957063417,0.051299573801198,0.261019620289249,0.186812719923336,1
0.730539528729753,0.042969816616762,0.042055946689235,0.220417107715481,0.111745666235218,1
0.715356853469736,0.055700062575865,0.048487878484524,0.298768155984284,0.124177457808987,1
0.697483770980392,0.048592519436344,0.042700971087656,0.189055979412919,0.152893430807367,1
0.663522646751918,0.047660600525813,0.045650700921578,0.166548919794054,0.095963562619761,1
0.579667070690537,0.060367906103135,0.0579150250234,0.195035852243803,0.120781113358898,1
0.806253377254902,0.059421504827837,0.047372452766807,0.259900717122979,0.14911041300218,1
0.741068372242114,0.043322795153729,0.041785466175133,0.16277418039995,0.081821097960827,1
0.736349050434782,0.063211038251416,0.058866698356504,0.231302272770282,0.112493027444304,1
0.701279636078431,0.041446681982075,0.027676768944256,0.139072917846458,0.108189026011364,1
0.783106485797102,0.030694070345281,0.01805409255274,0.207501378975731,0.069212281226969,1
0.769906223358909,0.027380207637789,0.01128303312616,0.103254274705627,0.04315084688917,1
0.763995391781756,0.041973648814699,0.025040364068801,0.31427049855803,0.152308661542282,1
0.723411315123615,0.060738729353632,0.053419457158048,0.326121800160203,0.126719387200398,1
0.664322699130435,0.032793943709782,0.027258808130151,0.086890972639138,0.089806317123848,1
0.740267569104859,0.047663672120857,0.035381626139429,0.242801985690635,0.103413427683164,1
0.65177100057971,0.036687176713665,0.027568713091856,0.09350746400298,0.078546911275113,1
0.679785542710997,0.035921880126183,0.02493800297354,0.080474351898615,0.130041567658502,1
0.690348696334186,0.035552944031897,0.022365327496081,0.180878838076311,0.070798188828814,1
0.736706479795396,0.042540141753047,0.034955906558502,0.121888402365557,0.091560125584979,1
0.777852559931799,0.038231740850233,0.025378776047978,0.101774223232603,0.072192022816059,1
0.679889564262575,0.036735771274845,0.027756291134182,0.103326218908621,0.062640091585814,1
0.713928186325661,0.033563897265217,0.021258897134937,0.169295826490744,0.13527500323981,1
0.730321114134697,0.028409485849668,0.018239451670022,0.111111111155237,0.090570687576385,1
0.653174056811594,0.06619067999243,0.066668336623927,0.333931705423923,0.162202043087766,1
0.672619509633418,0.058352552621401,0.051231106184795,0.340024269242145,0.19101170835521,1
0.641851206820119,0.056795765741319,0.052218880710693,0.27638847646473,0.141808524184506,1
0.755738646479113,0.048988825416827,0.044014360750841,0.237898757757948,0.128331353973508,1
0.646974655072464,0.046980858580956,0.043062455553111,0.226785527970609,0.213541025237562,1
0.731466184347826,0.038258864216546,0.029152742141748,0.099403299437265,0.115033612051929,1
0.641913207161125,0.068877497166919,0.067926870484378,0.301185879845821,0.118280021511966,1
0.738123821176471,0.067817878414711,0.06428625647297,0.33127413134722,0.14099488283988,1
0.672749821926684,0.052285926331242,0.045393471665174,0.231387348732794,0.116827290889193,1
0.69890451369139,0.0473460662713,0.043925427454228,0.209707666874729,0.136771496169631,1
0.652742987075874,0.048184421963343,0.044198372663401,0.149598140419106,0.13974824290408,1
0.652038993077579,0.061806590901581,0.052465692639174,0.334743328899006,0.175139586202496,1
0.721729898721228,0.055608883826602,0.048984044108877,0.276093709205978,0.170386553687424,1
0.675204272668372,0.060522771754816,0.054464728670889,0.280332948942158,0.137930057910931,1
0.676541093537937,0.060322533855412,0.068434980310555,0.26933102203405,0.156152582775849,1
0.70934971144075,0.039071204120493,0.034059306967929,0.154403383023586,0.138856754507091,1
0.669996706700767,0.049160956815449,0.053048273497345,0.156063352025607,0.101179070860111,1
0.722413098994033,0.048561951316987,0.048463890858359,0.190163633092149,0.148364499446738,1
0.697328174595056,0.049374098867281,0.045429844230254,0.217962061471144,0.174169347351331,1
0.66651346114237,0.045007332288199,0.050677351281016,0.157181467216146,0.184961904483526,1
0.689826070588235,0.051517043858225,0.050531055647336,0.209527859285058,0.149312012301712,1
0.700392179778346,0.054364865312509,0.058336522336527,0.214981745640371,0.158727134691026,1
0.691504046376812,0.049766398567579,0.051376408751348,0.201423535378141,0.131850946991829,1
0.701550954612106,0.048310991936647,0.044522952052335,0.231697596256304,0.153560851211065,1
0.743990099369139,0.053759285084228,0.043939687970717,0.248914820110075,0.13807291321847,1
0.703689329923274,0.049323884516269,0.044158107687097,0.225700190055312,0.136117478111037,1
0.718021211116795,0.053328712493143,0.043171615540977,0.317380646049064,0.232844467464205,1
0.669274284739983,0.05835700863147,0.055704289204403,0.272785786028193,0.170276297390541,1
0.722689813606138,0.047153003261277,0.040950027939332,0.156575643608732,0.119212232188077,1
0.704971237374254,0.041276144502847,0.03890662266836,0.159658233526676,0.121433684658369,1
0.679777480784314,0.046263436455573,0.045377674883619,0.206742631154273,0.119326717777894,1
0.705801258448423,0.052001535585939,0.047517112977671,0.250341636988492,0.170217090292504,1
0.772442514987212,0.047371731364791,0.049711248649519,0.183791138132111,0.097242595443135,1
0.694117984791134,0.042215265385875,0.038551324972897,0.196509895774189,0.125657475012942,1
0.644488104484229,0.058141268275056,0.054181417817583,0.236036468689694,0.117412402819524,1
0.756292932855925,0.055663398098846,0.048919656208865,0.221400992878412,0.116958079115159,1
0.732761815515772,0.053929169334844,0.04863488855918,0.231455362124976,0.134395947016546,1
0.779499883375959,0.064368914840795,0.034853469479002,0.389496493654605,0.207014603527042,0
0.782934875225917,0.054511655979832,0.029248740146275,0.348051512112091,0.188680533680669,0
0.740528559249787,0.070281058396434,0.036919834205484,0.433383894171734,0.133162612306482,0
0.615581579676044,0.069128052899097,0.037215601953458,0.409932708308866,0.144852584161781,0
0.606758995805627,0.066922135907628,0.035619103897532,0.42577495872604,0.151262215742094,0
0.681767300255754,0.063223848046034,0.032374435264058,0.397088659282314,0.178080501320879,0
0.632087930434783,0.068535352454213,0.036610929448193,0.443935642238044,0.125242946225516,0
0.68184955144075,0.058257408360994,0.030342934577148,0.337136553565833,0.26056766857608,0
0.713175923341858,0.030210790659235,0.012190458994273,0.06697263674947,0.056710943955558,0
0.619076508371697,0.07336621959927,0.036901843518244,0.429576515373321,0.220917287940068,0
0.709938182438193,0.065265255024339,0.034723580340171,0.399015656215999,0.102379672509233,0
0.656989775549872,0.057229838753092,0.035178520174888,0.351339739404598,0.187873998470806,0
0.694142004705882,0.059027361916428,0.032378458050559,0.332503348931606,0.110374211234104,0
0.703537936913896,0.04549817769206,0.027474696979368,0.231991174899502,0.174660711552327,0
0.727621483375959,0.028174222261681,0.021645697992214,0.106232763399059,0.09010217990768,0
0.695083830451833,0.048000526790533,0.031468640731985,0.264533921757205,0.166275347235975,0
0.752518842489344,0.065901947401924,0.031598174042811,0.367589630549937,0.258714061529466,0
0.573435635123615,0.051734801646996,0.030065363195882,0.316183121967167,0.136117401118379,0
0.722313682387042,0.049963908405976,0.029288163330928,0.294782129154944,0.342453430529478,0
0.586949964057971,0.05549276735899,0.026029902359119,0.283058254579825,0.28974940907129,0
0.697102217493606,0.040300991062946,0.020581674369425,0.14802616027535,0.098678011727071,0
0.676656645456095,0.031019550683285,0.011977802700641,0.086929749782003,0.085217472377352,0
0.721837634236999,0.049775697547135,0.025531697316983,0.270650242133624,0.236049721377725,0
0.837737993930094,0.050117899140161,0.023588697654598,0.241919470544273,0.010859946415653,0
0.686046010161978,0.030023869626624,0.012200286770762,0.07936756813665,0.047361637337023,0
0.768530020937766,0.033804507776554,0.019001059565015,0.136679536709692,0.03843629816678,0
0.723434652480818,0.027413658347836,0.011725341992868,0.060494800454605,0.051905521834614,0
0.75425292057971,0.046797474349338,0.023624679132706,0.237543666174858,0.174202373239948,0
0.743396377425405,0.043007151415364,0.023702991753529,0.235144868821874,0.130285508638737,0
0.709354413503836,0.047335566914872,0.028946666418803,0.28734894453113,0.077865238220678,0
0.659489616095482,0.06304566804612,0.033115663728596,0.437047844509001,0.106593120801128,0
0.7875314228815,0.033024929782187,0.017533015373499,0.142702702734187,0.064324162378813,0
0.580221653878943,0.066171431172312,0.039650828196981,0.423541092205966,0.18316731278809,0
0.771222885046888,0.06192385392631,0.036613991680427,0.385328185435263,0.192091400671108,0
0.699346852992327,0.051561562092693,0.028405717650928,0.245146166628824,0.14839090262503,0
0.695539316214834,0.051745301003425,0.027857409033492,0.290522990599122,0.120088243016291,0
0.713474845353794,0.057624946493325,0.030324429817533,0.371913954853152,0.15767113323947,0
0.675761942915601,0.055472576288936,0.032376355206791,0.369844055657991,0.2192748004469,0
0.669318935242967,0.038183618713318,0.019486809480611,0.201397315742173,0.128323918846884,0
0.65008728115942,0.047808038416111,0.027813950886206,0.266157119264458,0.190370156781592,0
0.606449024654731,0.043799750672097,0.024464952406587,0.269601894863674,0.213829977850516,0
0.598200246342711,0.051593643517303,0.030497140900793,0.2495679353667,0.129446244137697,0
0.69793586687127,0.058706157881328,0.030768150305879,0.392547910577506,0.126545201440065,0
0.737576892890026,0.03452633925282,0.018083531944508,0.211764705948542,0.10422356455204,0
0.754216939812447,0.056134280589146,0.030351541443892,0.426462627893318,0.16703727430576,0
0.746173232668372,0.045322427434642,0.025221943747336,0.281143432781278,0.101165489994272,0
0.511167945439045,0.059852312216265,0.031823315268597,0.390843905215851,0.055776515584218,0
0.580287476214834,0.058566000845273,0.031672535755167,0.419035361989859,0.127304354857351,0
0.759674230724638,0.054160155407249,0.031864436958789,0.332377275329813,0.119273626005375,0
1,0.050117899140161,0.029741529918818,0.257473800387749,0.00638943215728,0
0.621890325387894,0.041295514417413,0.020404337094642,0.244567016049546,0.10622931375415,0
0.536986968716113,0.053747680286204,0.030435458368744,0.358411472776263,0.113603034484966,0
0.814663256606991,0.051657806308777,0.028662085659778,0.344953116479857,0.174900777278064,0
0.685117132276215,0.060920723395573,0.032940370832721,0.45579755970343,0.138285264526648,0
0.608052845012788,0.051611343575806,0.02834569683048,0.360922076240689,0.161019322008958,0
0.595851093878943,0.059357342036363,0.02882400229831,0.444070601333496,0.126055290387625,0
0.761113030929241,0.048509246127662,0.024282626104525,0.318840122982645,0.142630380997105,0
0.713973408081842,0.048834643195188,0.024279541981161,0.255054237938236,0.10362705623883,0
0.772454295788576,0.055315085769275,0.026035437971634,0.420481706303471,0.25859445723776,0
0.579925517203751,0.046364375463579,0.023264864377534,0.301158301224745,0.176211270579177,0
0.729000981824382,0.035392537024339,0.015049725451731,0.172612999729203,0.120354770255836,0
0.765992405115089,0.050117899140161,0.029417696641753,0.328626585841947,0.139669349454413,0
0.734526854219949,0.057583698963897,0.031175648714469,0.41580647711325,0.080593522621015,0
0.778485623597613,0.053743097233795,0.028086382055389,0.358632101546306,0.163943170634577,0
0.76199333483376,0.054475136388826,0.026414878979349,0.392709221355259,0.086989102817705,0
0.767945439045183,0.055710193509508,0.028906380943853,0.443376781851821,0.068542953961138,0
0.756487638533674,0.049655926995351,0.024236364208727,0.367148372943662,0.254636307525126,0
0.781536962455243,0.040136001002979,0.020905507646489,0.252225986994424,0.173167829418406,0
0.712520830690537,0.043638739809199,0.022552431167993,0.300496414848427,0.153853970756094,0
0.64164634516624,0.059908558826305,0.034039680663572,0.388316702700125,0.065490230680589,0
0.614689652651321,0.054968606660667,0.028510963465974,0.454782129168181,0.155511772504151,0
0.665985672838875,0.055480075829242,0.028862553879221,0.311417540057676,0.144906367909802,0
0.680658015481671,0.064928182592545,0.037989753964375,0.476344051246849,0.041496856085977,0
0.666670231133845,0.048000526790533,0.025531697316983,0.360397131905217,0.141941227898338,0
0.744991898516624,0.048142360381248,0.022361539974456,0.241083403539125,0.103006738026158,0
0.672694832122762,0.051097079244769,0.026292001530447,0.261171730780181,0.11375755255081,0
0.547577886445013,0.065247486882692,0.035764828872211,0.486552675231451,0.108997420354302,0
0.618046394816709,0.044920712511047,0.021996517377859,0.252123552201241,0.174277219942759,0
0.696613190929241,0.060197291416812,0.034010241304188,0.451376422934667,0.185228880388997,0
0.5061210571185,0.051503815574591,0.03071302975001,0.417451737543839,0.167593234324086,0
0.64959460173913,0.0638204627809,0.03622368417508,0.435437097547807,0.122420437891465,0
0.517647058823529,0.061234103874654,0.033465612605055,0.441478213004187,0.084085388442912,0
0.607263427109974,0.047634798861807,0.024819264107442,0.348218422580964,0.149109415867397,0
0.872250639386189,0.04571472713494,0.023993489250929,0.253171538941682,0.110748877440505,0
0.884433077578858,0.059934807217376,0.031360696304138,0.347821290755173,0.07512407298069,0
0.780221653878943,0.054068976715733,0.031769748866345,0.417911574366886,0.237040297408081,0
0.724972065609548,0.047186152823232,0.02951733764759,0.306478849378153,0.168194655982836,0
0.811065797510656,0.043724534619594,0.025346649727314,0.292790166352518,0.112153581385313,0
0.679514131969309,0.055998616001212,0.032735335534281,0.323844794467478,0.129054538018571,0
0.660892148542199,0.059600485252238,0.037053344448019,0.450413679084482,0.148382224945535,0
0.661179570741688,0.049645427638923,0.02788684842526,0.334884420702677,0.291457353996713,0
0.751400850332481,0.048557182436282,0.027317156468303,0.263743832159679,0.13128214779295,0
0.690963341858483,0.060367906103135,0.032817946050927,0.333976834028456,0.078377323861315,0
0.701214834032396,0.043549232706142,0.023143426898635,0.332763375693936,0.11972662038838,0
0.638273459505541,0.06195593535092,0.033427061030621,0.381735087916544,0.1288118723051,0
0.74156202230179,0.055067600708197,0.030527982160341,0.391411236423919,0.172842762457013,0
0.638037973878943,0.04847668228864,0.024440890486592,0.365727059054766,0.088845691812307,0
0.65192119488491,0.047607180954313,0.022293364546342,0.303647569576094,0.30642337933812,0
0.610979358772379,0.049064874405108,0.026922275504444,0.392907433357509,0.069072662805762,0
0.644056844330776,0.051011595226135,0.027582641407215,0.356867071253583,0.236010072459311,0
0.712986730502984,0.033364451474801,0.015988369657336,0.14974182450077,0.0775790865431,0
0.717482914919011,0.048321340805649,0.021141957337563,0.360715817950516,0.181213394404063,0
0.642152907621483,0.04661775303711,0.02424958189139,0.343093530952696,0.109957022717754,0
0.640574005797101,0.037991130338896,0.016997738014385,0.207112034044592,0.134508904062508,0
0.710853822199489,0.044203859188868,0.02140003137136,0.288605283770238,0.183045732372806,0
0.815984654731458,0.048385503597123,0.028446196810561,0.35940430234074,0.164719681838839,0
0.726934830485933,0.037046187336419,0.016346608005068,0.201378929994788,0.078889233600884,0
0.601742919147485,0.047390980242656,0.020494290783435,0.354476926013122,0.223094495892866,0
0.744477784279625,0.050370540156854,0.028122363533497,0.383376999533012,0.152369349263432,0
0.657459505541347,0.044992895658674,0.021767135471113,0.312575841216233,0.252200210898926,0
0.745273150417732,0.038101123712208,0.018222317631902,0.237191710741796,0.084295578142296,0
0.726960353009378,0.044363871094749,0.02113681712548,0.309479158545941,0.126584132889143,0
0.71063944402387,0.038104561015951,0.018719633026306,0.234154124993746,0.084730910984721,0
0.769223540323956,0.04001225847244,0.023264864377534,0.257804743575908,0.146989490835141,0
0.684856566069906,0.04949361244706,0.024376400222881,0.323546160667081,0.134703221773471,0
0.611234252276215,0.054185262611629,0.026967827499409,0.362670567713772,0.14846035249397,0
0.648754742779199,0.045813158673637,0.0200952235167,0.28456099889345,0.169706721045028,0
0.65223777827792,0.045099201743565,0.023824212762835,0.286494509384775,0.138697768694706,0
0.71208490230179,0.050695364321174,0.02294103110047,0.367015995668398,0.068290559059321,0
