f0,f1,f2,f3,f4,f5,f6,f7,f8,y
0.177215189873418,0.296575557650016,0.076923076923077,0.24,0.614035087719298,0.180232558139535,0.433734939759036,0.242718446601942,0.180327868852459,1
0.063291139240506,0.296575557650016,0.076923076923077,0.24,0.614035087719298,0.180232558139535,0.530120481927711,0.242718446601942,0.114754098360656,1
0.164556962025316,0.296575557650016,0.076923076923077,0.24,0.175438596491228,0.180232558139535,0.44578313253012,0.757281553398058,0.60655737704918,1
0.063291139240506,0.296418473138548,0.076923076923077,0.24,0.614035087719298,0.180232558139535,0.542168674698795,0.242718446601942,0.114754098360656,1
0.151898734177215,0.297832233741753,0.076923076923077,0.24,0.175438596491228,0.180232558139535,0.457831325301205,0.757281553398058,0.590163934426229,1
0.139240506329114,0.300031416902293,0.076923076923077,0.24,0.175438596491228,0.180232558139535,0.469879518072289,0.757281553398058,0.590163934426229,1
0.164556962025316,0.296418473138548,0.076923076923077,0.24,0.614035087719298,0.180232558139535,0.433734939759036,0.242718446601942,0.180327868852459,1
0.063291139240506,0.296575557650016,0.076923076923077,0.24,0.614035087719298,0.180232558139535,0.542168674698795,0.242718446601942,0.114754098360656,1
0.253164556962025,0.30741438894125,0.153846153846154,0.24,0.666666666666667,0.180232558139535,0.397590361445783,0.223300970873786,0.19672131147541,1
0.088607594936709,0.297203895695884,0.076923076923077,0.24,0.614035087719298,0.180232558139535,0.518072289156626,0.242718446601942,0.131147540983607,1
0.151898734177215,0.296418473138548,0.128205128205128,0.24,0.736842105263158,0.180232558139535,0.481927710843373,0.135922330097087,0.065573770491803,1
0.341772151898734,0.30521520578071,0.205128205128205,0.24,0,0.145348837209302,0.337349397590361,1,0.885245901639344,1
0.126582278481013,0.296418473138548,0.128205128205128,0.24,0.736842105263158,0.180232558139535,0.493975903614458,0.135922330097087,0.049180327868853,1
0.10126582278481,0.292962613886271,0.128205128205128,0.24,0.771929824561403,0.226744186046512,0.518072289156626,0.087378640776699,0,0
0.088607594936709,0.293119698397738,0.307692307692308,0.24,0.736842105263158,0.116279069767442,0.63855421686747,0.213592233009709,0.016393442622951,0
0.848101265822785,0.293119698397738,0.794871794871795,0.253333333333333,0.982456140350877,0.180232558139535,0.132530120481928,0.116504854368932,0.278688524590164,0
0,0.292962613886271,0.128205128205128,0.24,0.43859649122807,0.197674418604651,0.63855421686747,0.475728155339806,0.229508196721311,0
0.139240506329114,0.292962613886271,0.076923076923077,0.24,0.771929824561403,0.174418604651163,0.457831325301205,0.067961165048544,0.016393442622951,0
0.240506329113924,0.292962613886271,0.102564102564103,0.24,0.578947368421053,0.127906976744186,0.385542168674699,0.310679611650485,0.262295081967213,0
0.240506329113924,0.292805529374804,0.538461538461538,0.226666666666667,0.754385964912281,0.337209302325581,0.602409638554217,0.271844660194175,0.098360655737705,0
0.151898734177215,0.293748036443607,0.076923076923077,0.24,0.771929824561403,0.133720930232558,0.457831325301205,0.067961165048544,0.016393442622951,0
0.265822784810127,0.292962613886271,0.307692307692308,0.24,0.859649122807017,0.162790697674419,0.44578313253012,0.058252427184466,0.016393442622951,0
0.063291139240506,0.292962613886271,0.230769230769231,0.32,0.736842105263158,0.180232558139535,0.614457831325301,0.184466019417476,0.016393442622951,0
0.240506329113924,0.293433867420672,0.076923076923077,0.24,0.368421052631579,0.180232558139535,0.385542168674699,0.524271844660194,0.459016393442623,0
0.240506329113924,0.293748036443607,0.307692307692308,0.24,0.842105263157895,0.005813953488372,0.469879518072289,0.087378640776699,0.016393442622951,0
0.189873417721519,0.292334275840402,0.179487179487179,0.24,0.824561403508772,0.156976744186046,0.457831325301205,0.058252427184466,0,0
0.177215189873418,0.292962613886271,0.358974358974359,0.266666666666667,0.824561403508772,0.180232558139535,0.55421686746988,0.12621359223301,0,0
0.088607594936709,0.293119698397738,0.076923076923077,0.266666666666667,0.754385964912281,0.180232558139535,0.518072289156626,0.097087378640777,0,0
0.240506329113924,0.292177191328935,0.179487179487179,0.24,0.859649122807017,0.197674418604651,0.421686746987952,0.009708737864078,0,0
0.227848101265823,0.292962613886271,0.128205128205128,0.24,0.526315789473684,0.145348837209302,0.397590361445783,0.368932038834951,0.311475409836066,0
0.151898734177215,0.292962613886271,0.179487179487179,0.24,0.807017543859649,0.255813953488372,0.506024096385542,0.087378640776699,0,0
0.177215189873418,0.292962613886271,0.179487179487179,0.24,0.824561403508772,0.348837209302326,0.481927710843373,0.058252427184466,0,0
0,0.292962613886271,0.051282051282051,0.24,0.631578947368421,0.226744186046512,0.602409638554217,0.213592233009709,0.049180327868853,0
0,0.292962613886271,0.128205128205128,0.24,0.526315789473684,0.203488372093023,0.63855421686747,0.368932038834951,0.147540983606557,0
0.227848101265823,0.292962613886271,0.128205128205128,0.24,0.473684210526316,0.197674418604651,0.397590361445783,0.41747572815534,0.344262295081967,0
0,0.292962613886271,0.102564102564103,0.24,0.508771929824561,0.267441860465116,0.614457831325301,0.388349514563107,0.180327868852459,0
0,0.292962613886271,0.769230769230769,0.16,0.666666666666667,0.180232558139535,0.927710843373494,0.466019417475728,0.032786885245902,0
0.151898734177215,0.292962613886271,0.82051282051282,0.24,0.807017543859649,0.267441860465116,0.819277108433735,0.330097087378641,0,0
0,0.292805529374804,0.205128205128205,0.2,0.68421052631579,0.029069767441861,0.662650602409639,0.223300970873786,0.016393442622951,0
0.050632911392405,0.292491360351869,0.205128205128205,0.24,0.701754385964912,0.116279069767442,0.614457831325301,0.194174757281553,0.016393442622951,0
0.050632911392405,0.292962613886271,0.076923076923077,0.24,0.701754385964912,0.011627906976744,0.55421686746988,0.145631067961165,0.016393442622951,0
0.151898734177215,0.293433867420672,0.205128205128205,0.24,0.771929824561403,0.162790697674419,0.518072289156626,0.116504854368932,0.016393442622951,0
0,0.292962613886271,0.82051282051282,0.24,0.666666666666667,0.343023255813953,0.951807228915663,0.485436893203883,0.032786885245902,0
0,0.292962613886271,0.82051282051282,0.266666666666667,0.543859649122807,0.127906976744186,0.951807228915663,0.601941747572815,0.131147540983607,0
0,0.292962613886271,0.153846153846154,0.32,0.666666666666667,0.180232558139535,0.63855421686747,0.223300970873786,0.032786885245902,0
